source_id,fishery_name,river_label,block,crc_areas,tier,mode_source,location_source,notes,area_coverage
creel_pe,Lower Cowlitz salmon and steelhead 2023-24,Lower Cowlitz,ColumbiaLower,561,NO_DATA,interview_prop,design_stratum,"absent from multi_fishery_creel_trips.csv - lacks data needed for effort estimation (confirmed genuine gap, not a pipeline bug). CORRECTED 2026-08-29: crc_areas was 507|561 - 507 is Blue Creek (Lewis Co.), a distinct, unrelated tributary per crc_area_lut.csv, not part of Lower Cowlitz. Found during Evan's regulatory season-status verification pass; 507 now has its own crosswalk row below",standard
creel_pe,Nisqually salmon 2022,Nisqually,PugetSound,786,P1,interview_prop,design_stratum,NA,standard
creel_pe,Nisqually salmon 2023,Nisqually,PugetSound,786,P1,interview_prop,design_stratum,recovered in multi_fishery_creel_trips.csv (2026-08-14 run); no longer pending manual integration,standard
creel_pe,Nooksack fall salmon 2023,Nooksack,PugetSound,794,P1,interview_prop,design_stratum,NA,standard
creel_pe,Nooksack fall salmon 2024,Nooksack,PugetSound,794,P1,interview_prop,design_stratum,NA,standard
creel_pe,Puyallup Carbon salmon 2024,Puyallup Carbon,PugetSound,802|804,P1,interview_prop,design_stratum,NA,standard
creel_pe,Puyallup Carbon salmon 2025,Puyallup Carbon,PugetSound,802|804,P1,interview_prop,design_stratum,NA,standard
creel_pe,Puyallup_Carbon salmon 2022,Puyallup/Carbon,PugetSound,802|804,P1,interview_prop,design_stratum,NA,standard
creel_pe,Puyallup_Carbon salmon 2023,Puyallup/Carbon,PugetSound,802|804,P1,interview_prop,design_stratum,NA,standard
creel_pe,Quillayute fall salmon 2022,Quillayute,WACoast,398|400|402|404|406,P1,interview_prop,design_stratum,NA,standard
creel_pe,Quillayute fall salmon 2023,Quillayute,WACoast,398|400|402|404|406,P1,interview_prop,design_stratum,NA,standard
creel_pe,Quillayute fall salmon 2024,Quillayute,WACoast,398|400|402|404|406,P1,interview_prop,design_stratum,NA,standard
creel_pe,Quillayute fall salmon 2025,Quillayute,WACoast,398|400|402|404|406,P1,interview_prop,design_stratum,NA,standard
creel_pe,Satsop salmon 2022,Satsop,WACoast,329,P1,interview_prop,design_stratum,NA,standard
creel_pe,Satsop salmon 2023,Satsop,WACoast,329,P1,interview_prop,design_stratum,NA,standard
creel_pe,Satsop salmon 2024,Satsop,WACoast,329,P1,interview_prop,design_stratum,NA,standard
creel_pe,Satsop salmon 2025,Satsop,WACoast,329,P1,interview_prop,design_stratum,NA,standard
creel_pe,Skagit fall salmon 2022,Skagit,PugetSound,830,P1,interview_prop,design_stratum,NA,standard
creel_pe,Skagit fall salmon 2023,Skagit,PugetSound,830,P1,interview_prop,design_stratum,NA,standard
creel_pe,Skagit fall salmon 2024,Skagit,PugetSound,830,P1,interview_prop,design_stratum,NA,standard
creel_pe,Skagit fall salmon 2025,Skagit,PugetSound,826|830,P1,interview_prop,design_stratum,NA,standard
creel_pe,Snohomish fall salmon 2022,Snohomish,PugetSound,850|852,P1,interview_prop,design_stratum,NA,standard
creel_pe,Snohomish fall salmon 2023,Snohomish,PugetSound,844|850,P1,interview_prop,design_stratum,NA,standard
creel_pe,Snohomish fall salmon 2024,Snohomish,PugetSound,844|850|852,P1,interview_prop,design_stratum,NA,standard
creel_pe,Snohomish fall salmon 2025,Snohomish,PugetSound,844|850,P1,interview_prop,design_stratum,NA,standard
creel_pe,Stillaguamish salmon and gamefish 2022-23,Stillaguamish,PugetSound,872|874|876,P1,interview_prop,design_stratum,NA,standard
creel_pe,Stillaguamish salmon and gamefish 2023-24,Stillaguamish,PugetSound,872|876,P1,interview_prop,design_stratum,NA,standard
creel_pe,Stillaguamish salmon and gamefish 2024-25,Stillaguamish,PugetSound,872|874|876,P1,interview_prop,design_stratum,NA,standard
creel_pe,Stillaguamish salmon and gamefish 2025-26,Stillaguamish,PugetSound,872|876,P1,interview_prop,design_stratum,NA,standard
creel_pe,Upper Chehalis salmon 2023,Upper Chehalis,WACoast,315|317,P1,interview_prop,design_stratum,NA,standard
creel_pe,Wallace salmon and gamefish 2022-23,Wallace,PugetSound,860,P1,interview_prop,design_stratum,NA,standard
creel_pe,Wallace salmon and gamefish 2023-24,Wallace,PugetSound,860,P1,interview_prop,design_stratum,NA,standard
creel_pe,Wallace salmon and gamefish 2024-25,Wallace,PugetSound,860,P1,interview_prop,design_stratum,NA,standard
R3_external,Hanford Reach fall Chinook 2022,Hanford Reach,ColumbiaUpper,534|535|536,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,covered_unpartitioned
R3_external,Hanford Reach fall Chinook 2023,Hanford Reach,ColumbiaUpper,534|535|536,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,covered_unpartitioned
R3_external,Hanford Reach fall Chinook 2024,Hanford Reach,ColumbiaUpper,534|535|536,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,covered_unpartitioned
R3_external,Hanford Reach fall Chinook 2025,Hanford Reach,ColumbiaUpper,534|535|536,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,covered_unpartitioned
R3_external,McNary Reservoir fall salmon 2023,McNary Reservoir,ColumbiaUpper,533,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,standard
R3_external,McNary Reservoir fall salmon 2024,McNary Reservoir,ColumbiaUpper,533,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,standard
R3_external,McNary Reservoir fall salmon 2025,McNary Reservoir,ColumbiaUpper,533,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,standard
R3_external,Yakima fall salmon 2022,Yakima,ColumbiaUpper,690,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,standard
R3_external,Yakima fall salmon 2023,Yakima,ColumbiaUpper,690,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,standard
R3_external,Yakima fall salmon 2024,Yakima,ColumbiaUpper,690,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,standard
R3_external,Yakima fall salmon 2025,Yakima,ColumbiaUpper,690,P1,UNAVAILABLE,design_stratum,no guided/unguided field collected - structural gap,standard
R2_external,Upper Columbia salmon 2022,Upper Columbia,ColumbiaUpper,586|627|629|670|672|674|537|539|541|543|545,P1,UNAVAILABLE,design_stratum,"Chad Jackson (WDFW Region 2), email 2026-08-27 - single combined district-wide angler-trip total, no river/mode/location split. crc_areas here covers only the subset confirmed by Chad's own footnote (mainstem Priest Rapids-Chief Joseph Dam = 537|539|541|543|545; Entiat 586; Okanogan 627; Similkameen 629; Lake Wenatchee 670; Icicle Creek 672; Wenatchee River 674). Methow (621) and Chelan (CRC 552, no crosswalk row at all) are NOT included here - Chad's footnote does not mention either, a genuine scope mismatch against this district's existing CRC_only rows, logged as an open gap in _22_status_and_gaps.qmd rather than resolved by assumption. Mainstem areas above Chief Joseph Dam (547|549, Roosevelt Lake) also excluded - see the split Columbia River above McNary CRC_only rows below. Species scope (salmon-only vs. all species) assumed per the original PST request, not explicitly reconfirmed by Chad - also an open gap.",covered_unpartitioned
R2_external,Upper Columbia salmon 2023,Upper Columbia,ColumbiaUpper,586|627|629|670|672|674|537|539|541|543|545,P1,UNAVAILABLE,design_stratum,"See the 2022 R2_external row above for the full provenance note - identical scope caveats apply to every year.",covered_unpartitioned
R2_external,Upper Columbia salmon 2024,Upper Columbia,ColumbiaUpper,586|627|629|670|672|674|537|539|541|543|545,P1,UNAVAILABLE,design_stratum,"See the 2022 R2_external row above for the full provenance note - identical scope caveats apply to every year.",covered_unpartitioned
R2_external,Upper Columbia salmon 2025,Upper Columbia,ColumbiaUpper,586|627|629|670|672|674|537|539|541|543|545,P1,UNAVAILABLE,design_stratum,"See the 2022 R2_external row above for the full provenance note - identical scope caveats apply to every year.",covered_unpartitioned
CRC_only,Green-Duwamish - no creel survey,Green-Duwamish,PugetSound,746,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"STALE as of 2026-08-20: real R4 (Nathanael Overman) creel data now covers 2022-2025 via the R4_external rows below, which supersede this row for every year they cover. Left in place as a harmless fallback only - apply_p2() in pst_p2_block_ratio.R checks catch_area_code+year against actual P1 donor coverage at runtime, not against this row's presence, so it would only ever fire for a year R4_external doesn't cover",standard
CRC_only,Samish - no creel survey,Samish,PugetSound,816,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program on this river; added so its CRC harvest reaches P2 block-ratio expansion instead of sitting outside the crosswalk entirely,standard
CRC_only,Baker - no creel survey,Baker,PugetSound,825|824,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program on this river; added so its CRC harvest reaches P2 block-ratio expansion instead of sitting outside the crosswalk entirely. 824 (Baker River) added alongside 825 (Baker Lake, the reservoir on that river) as the same system",standard
CRC_only,Minter Creek - no creel survey,Minter Creek,PugetSound,778,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program on this river; added so its CRC harvest reaches P2 block-ratio expansion instead of sitting outside the crosswalk entirely,standard
CRC_only,Big Quilcene River - no creel survey,Big Quilcene River,PugetSound,812,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program on this river; added so its CRC harvest reaches P2 block-ratio expansion instead of sitting outside the crosswalk entirely. river_label corrected 2026-08-29 from generic 'Quilcene' to 'Big Quilcene River' per the official 2025-26 WDFW catch record card codes page (photo cross-check) - paired with the existing Little Quilcene River row (766), same naming pattern as Big/Little White Salmon River",standard
CRC_only,Dungeness - no creel survey,Dungeness,PugetSound,738,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program on this river; added so its CRC harvest reaches P2 block-ratio expansion instead of sitting outside the crosswalk entirely,standard
CRC_only,Nooksack South Fork - no creel survey,Nooksack South Fork,PugetSound,792,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"distinct reach from the existing Nooksack row (794, below North Fork) which has a creel program; the South Fork (792) does not",standard
CRC_only,Naselle (Lower) - no creel survey,Naselle (Lower),WACoast,375,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program on this river; added so its CRC harvest reaches P2 block-ratio expansion instead of sitting outside the crosswalk entirely. river_label clarified 2026-08-29 (Lower) to distinguish from the 376 (Upper) reach added the same day - photo cross-check against the official 2025-26 WDFW catch record card codes page found 376 missing from this crosswalk entirely",standard
CRC_only,Naselle (Upper) - no creel survey,Naselle (Upper),WACoast,376,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program. Added 2026-08-29: this reach was missing from the crosswalk entirely - only 375 (Lower) was present. Found via photo cross-check against the official 2025-26 WDFW catch record card codes page",standard
CRC_only,Willapa - no creel survey,Willapa,WACoast,424,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program on this river; added so its CRC harvest reaches P2 block-ratio expansion instead of sitting outside the crosswalk entirely,standard
CRC_only,Nemah - no creel survey,Nemah,WACoast,379,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program on this river; added so its CRC harvest reaches P2 block-ratio expansion instead of sitting outside the crosswalk entirely,standard
CRC_only,California Creek - no creel survey,California Creek,PugetSound,710,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Chambers Creek - no creel survey,Chambers Creek,PugetSound,714,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Clallam River - no creel survey,Clallam River,PugetSound,718,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Dakota Creek - no creel survey,Dakota Creek,PugetSound,724,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Deep Creek (Clallam Co) - no creel survey,Deep Creek (Clallam Co),PugetSound,726,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Deschutes River - no creel survey,Deschutes River,PugetSound,728,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Dewatto River - no creel survey,Dewatto River,PugetSound,732,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Duckabush River - no creel survey,Duckabush River,PugetSound,736,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Kennedy Creek - no creel survey,Kennedy Creek,PugetSound,754,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Lake Washington - no creel survey,Lake Washington,PugetSound,762,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Lake Sammamish - no creel survey,Lake Sammamish,PugetSound,764,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program; distinct lake from Lake Washington (762) despite sharing a CRC 'system' grouping,standard
CRC_only,Little Quilcene River - no creel survey,Little Quilcene River,PugetSound,766,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program; distinct from the existing Quilcene row (812),standard
CRC_only,Big Soos Creek - no creel survey,Big Soos Creek,PugetSound,748,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program. Added 2026-08-29: was missing from the crosswalk entirely. Found via photo cross-check against the official 2025-26 WDFW catch record card codes page",standard
CRC_only,Lyre River - no creel survey,Lyre River,PugetSound,768,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,McAllister Creek - no creel survey,McAllister Creek,PugetSound,770,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program; a distinct waterbody from the Nisqually River (786, creel_pe) despite sharing a CRC 'Nisqually R. System' grouping",standard
CRC_only,Nooksack Mainstem - no creel survey,Nooksack Mainstem,PugetSound,788,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program; a third distinct Nooksack reach alongside the existing Nooksack (794, below North Fork, creel_pe) and Nooksack South Fork (792) rows - CRC's own stream text does not distinguish which reach this is beyond 'Nooksack River'",standard
CRC_only,Nooksack North Fork - no creel survey,Nooksack North Fork,PugetSound,790,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"UPDATED 2026-08-21: not accurate for every year -- Nooksack spring Chinook 2022 (creel_pe) is a real creel program in this reach, previously misassigned to Nooksack/794 (see that row's note). This CRC_only row still governs P2 coverage for years without a creel_pe row here (2023-2025 as of this writing, unless/until another Nooksack spring Chinook year surfaces with real creel data)",standard
CRC_only,Pysht River - no creel survey,Pysht River,PugetSound,810,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Salt Creek (Clallam Co) - no creel survey,Salt Creek (Clallam Co),PugetSound,814,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Sekiu River - no creel survey,Sekiu River,PugetSound,818,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Sauk River - no creel survey,Sauk River,PugetSound,828,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Suiattle River - no creel survey,Suiattle River,PugetSound,832,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Skokomish River - no creel survey,Skokomish River,PugetSound,834,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Pilchuck River - no creel survey,Pilchuck River,PugetSound,840,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Sultan River - no creel survey,Sultan River,PugetSound,854,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Tolt River - no creel survey,Tolt River,PugetSound,858,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Canyon Creek (Snohomish Co) - no creel survey,Canyon Creek (Snohomish Co),PugetSound,866,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Whatcom Creek - no creel survey,Whatcom Creek,PugetSound,884,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Bear River (Pacific Co) - no creel survey,Bear River (Pacific Co),WACoast,305,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Cedar Creek (Jefferson Co) - no creel survey,Cedar Creek (Jefferson Co),WACoast,311,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Cloquallum Creek - no creel survey,Cloquallum Creek,WACoast,321,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Joe Creek - no creel survey,Joe Creek,WACoast,323,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Newaukum River - no creel survey,Newaukum River,WACoast,325,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Skookumchuck River - no creel survey,Skookumchuck River,WACoast,333,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Wishkah River - no creel survey,Wishkah River,WACoast,335,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Wynoochee River - no creel survey,Wynoochee River,WACoast,337,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Copalis River - no creel survey,Copalis River,WACoast,339,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Elk River - no creel survey,Elk River,WACoast,342,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Goodman Creek - no creel survey,Goodman Creek,WACoast,345,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Hoh South Fork - no creel survey,Hoh South Fork,WACoast,352,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program; distinct reach from the existing Hoh row (348|350, creel_pe)",standard
CRC_only,Hoquiam River - no creel survey,Hoquiam River,WACoast,355,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Johns River - no creel survey,Johns River,WACoast,367,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Quigg Lake - no creel survey,Quigg Lake,WACoast,370,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Moclips River - no creel survey,Moclips River,WACoast,371,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,North River - no creel survey,North River,WACoast,382,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Smith Creek (Pacific Co) - no creel survey,Smith Creek (Pacific Co),WACoast,384,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Clearwater River - no creel survey,Clearwater River,WACoast,392,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Queets River - no creel survey,Queets River,WACoast,394,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Salmon River (Jefferson Co) - no creel survey,Salmon River (Jefferson Co),WACoast,396,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Cook Creek - no creel survey,Cook Creek,WACoast,408,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Quinault River - no creel survey,Quinault River,WACoast,410,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Sooes River - no creel survey,Sooes River,WACoast,418,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Big White Salmon River - no creel survey,Big White Salmon River,ColumbiaMiddle,508,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Klickitat River - no creel survey,Klickitat River,ColumbiaMiddle,607|608,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Cispus River - no creel survey,Cispus River,ColumbiaLower,555,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Coweeman River - no creel survey,Coweeman River,ColumbiaLower,557,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Blue Creek (Lewis Co.) - no creel survey,Blue Creek,ColumbiaLower,507,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program. Added 2026-08-29: was incorrectly folded into the Lower Cowlitz creel_pe rows' crc_areas (507|561) - 507 is its own distinct tributary per crc_area_lut.csv, unrelated to the Cowlitz. Found during Evan's regulatory season-status verification pass",standard
CRC_only,Cowlitz R. above Cowlitz Falls Dam - no creel survey,Cowlitz R. above Cowlitz Falls Dam,ColumbiaLower,559,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program; mainstem Cowlitz above the dams, distinct from the existing Lower Cowlitz row (561, NO_DATA). Split 2026-08-29 from a combined 559|563 'Upper Cowlitz River' row - 559 and 563 are distinct, non-adjacent dam-bounded reaches per crc_area_lut.csv and Evan's regulatory verification; lumping them under one label hid that 563 has no listed open season while 559 does",standard
CRC_only,Mayfield Lake (Reservoir) - no creel survey,Mayfield Lake (Reservoir),ColumbiaLower,563,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program; mainstem Cowlitz above the dams, distinct from the existing Lower Cowlitz row (561, NO_DATA). Split 2026-08-29 from a combined 559|563 'Upper Cowlitz River' row - see the 559 row's note. river_label corrected 2026-08-29 (again) to 'Mayfield Lake (Reservoir)', the exact wording in the official 2025-26 WDFW catch record card codes page (photo cross-check) - a prior guess of 'Cowlitz R. between Mayfield & Cowlitz Falls Dams' was Claude's own extrapolation, not confirmed against the pamphlet at the time. Per Evan's 2026-08-29 regulatory check this reach has no listed open salmon season",standard
CRC_only,Green River (Cowlitz Co) - no creel survey,Green River (Cowlitz Co),ColumbiaLower,565|566,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program; distinct from Green-Duwamish (Puget Sound block),standard
CRC_only,Olequa Creek - no creel survey,Olequa Creek,ColumbiaLower,569,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Tilton River - no creel survey,Tilton River,ColumbiaLower,571,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Toutle River - no creel survey,Toutle River,ColumbiaLower,573|575,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Mill Creek (Lewis Co) - no creel survey,Mill Creek (Lewis Co),ColumbiaLower,625,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Cedar Creek (Clark Co) - no creel survey,Cedar Creek (Clark Co),ColumbiaLower,609,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program; distinct from Cedar Creek (Jefferson Co, WACoast block)",standard
CRC_only,Lewis River - no creel survey,Lewis River,ColumbiaLower,611|615,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Abernathy Creek - no creel survey,Abernathy Creek,ColumbiaLower,501,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Chinook River - no creel survey,Chinook River,ColumbiaLower,515,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Coal Creek (Cowlitz Co) - no creel survey,Coal Creek (Cowlitz Co),ColumbiaLower,517,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Deep River (Wahkiakum Co) - no creel survey,Deep River (Wahkiakum Co),ColumbiaLower,580,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Elochoman River mouth to Foster Rd. Bridge - no creel survey,Elochoman River (mouth to Foster Rd. Bridge),ColumbiaLower,583,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program. Added 2026-08-29: this lower reach (583) was entirely missing from the crosswalk - only the upper reach (584, below) was present. Found during Evan's regulatory season-status verification pass",standard
CRC_only,Elochoman River - no creel survey,Elochoman River (Foster Rd. Bridge to West Fork),ColumbiaLower,584,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program. river_label clarified 2026-08-29 to distinguish from the 583 reach added the same day - see that row's note",standard
CRC_only,Germany Creek - no creel survey,Germany Creek,ColumbiaLower,589,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Grays River - no creel survey,Grays River,ColumbiaLower,594|595,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,no creel/interview program,standard
CRC_only,Kalama River mouth to Modrow Bridge - no creel survey,Kalama River (mouth to Modrow Bridge),ColumbiaLower,604,NO_SURVEY,UNAVAILABLE,UNAVAILABLE,"no creel/interview program. Split 2026-08-29 from a combined 600|602|603|604 'Kalama River' row - lumping them hid that these reaches have different salmon seasons (602 always closed, this reach open year-round per Evan). 600 dropped entirely - not a valid CRC area code in crc_area_lut.csv",standard
